cntry,news,polintr,vote,age,gndr,eduyrs,edutype,pdwrk,hincfel,pstplonl,contplt,netusoft,netustm,trstplt,trstprt,cptppola
SE,60,3,1,61,Female,16,Universitetsuddannelse,1,2,2,2,5,300,4,4,3
SE,120,1,1,85,Male,13,Gymnasial uddannelse,0,1,2,2,5,210,4,4,2
SE,60,2,1,62,Male,16,Videregående uddannelse,1,2,2,2,5,180,3,4,3
SE,150,2,1,73,Female,12,Gymnasial uddannelse,0,1,1,1,5,300,NA,1,5
SE,60,2,1,53,Female,20,Universitetsuddannelse,1,1,2,2,5,420,4,4,4
SE,45,1,1,47,Male,NA,Universitetsuddannelse,1,1,1,1,5,300,4,5,4
SE,70,2,1,67,Male,13,Gymnasial uddannelse,1,1,2,2,4,120,5,5,2
SE,60,1,1,48,Male,19,Universitetsuddannelse,1,1,1,2,5,720,7,6,4
SE,60,1,1,61,Male,15,Videregående uddannelse,1,1,2,2,5,720,4,5,3
SE,60,3,1,87,Male,7,Grundskole,0,2,2,2,1,NA,5,3,1
SE,60,1,1,84,Male,8,Grundskole,0,2,2,2,1,NA,1,2,4
SE,NA,1,1,30,Female,18,Universitetsuddannelse,0,1,1,1,5,720,3,5,5
SE,120,1,NA,53,Female,15,Universitetsuddannelse,1,1,1,1,5,300,7,7,5
SE,180,2,1,89,Female,17,Videregående uddannelse,0,1,2,2,5,30,5,5,2
SE,105,2,1,68,Male,17,Universitetsuddannelse,0,1,2,1,5,120,2,2,4
SE,120,2,1,59,Male,18,Universitetsuddannelse,1,1,2,1,5,480,6,7,5
SE,45,2,1,81,Male,14,Universitetsuddannelse,0,2,2,2,5,240,8,8,3
SE,90,1,1,73,Female,19,Universitetsuddannelse,0,1,2,2,5,120,5,5,2
SE,60,1,1,70,Male,14,Gymnasial uddannelse,0,1,2,2,5,60,6,5,4
SE,90,1,1,85,Male,14,Videregående uddannelse,0,1,2,2,5,120,3,3,3
SE,120,1,1,62,Male,15,Videregående uddannelse,1,1,1,1,5,480,9,9,4
SE,120,2,1,78,Female,12,Videregående uddannelse,0,2,2,2,5,120,4,5,3
SE,30,2,1,52,Female,15,Videregående uddannelse,1,2,1,2,5,90,4,4,3
SE,30,3,1,35,Female,12,Gymnasial uddannelse,1,1,1,1,5,150,5,5,3
SE,30,2,1,22,Female,15,Gymnasial uddannelse,1,1,1,2,5,300,5,5,3
SE,165,1,1,55,Male,23,Universitetsuddannelse,1,1,1,1,5,420,6,5,3
SE,60,3,1,65,Female,12,Gymnasial uddannelse,1,2,2,2,5,240,1,2,2
SE,NA,1,1,67,Male,9,Grundskole,0,1,2,2,5,300,5,5,3
SE,45,1,1,55,Female,24,Universitetsuddannelse,1,1,2,2,5,600,7,7,4
SE,90,1,1,29,Male,12,Gymnasial uddannelse,0,1,1,2,5,380,2,5,5
SE,60,1,1,51,Male,24,Universitetsuddannelse,1,1,2,2,5,360,7,7,5
SE,60,1,1,61,Male,15,Gymnasial uddannelse,0,3,2,1,5,180,5,7,4
SE,20,3,1,61,Female,16,Universitetsuddannelse,1,1,2,2,5,300,7,7,3
SE,0,4,1,32,Male,18,Videregående uddannelse,1,2,2,1,5,NA,2,3,2
SE,210,1,1,77,Female,18,Videregående uddannelse,0,1,1,2,5,60,6,7,2
SE,30,2,1,53,Female,12,Gymnasial uddannelse,1,1,2,2,5,300,4,5,3
SE,60,2,1,54,Male,12,Gymnasial uddannelse,1,1,2,2,5,180,3,3,2
SE,60,1,1,54,Male,14,Videregående uddannelse,1,2,2,2,5,120,2,1,5
SE,10,3,1,39,Female,18,Universitetsuddannelse,0,2,2,2,5,600,7,7,NA
SE,30,3,1,66,Female,11,Gymnasial uddannelse,0,1,2,2,5,30,6,6,2
SE,60,1,1,49,Male,12,Gymnasial uddannelse,1,1,1,1,5,300,7,8,3
SE,30,2,1,66,Male,12,Videregående uddannelse,1,1,2,2,5,150,5,7,3
SE,30,2,1,45,Female,13,Gymnasial uddannelse,1,1,2,1,5,120,5,5,3
SE,60,1,1,37,Female,16,Universitetsuddannelse,1,1,1,1,5,720,6,7,4
SE,120,2,1,69,Female,11,Gymnasial uddannelse,0,2,2,2,4,60,4,6,1
SE,30,1,1,58,Male,11,Gymnasial uddannelse,1,1,1,1,5,180,5,6,4
SE,30,2,1,60,Male,12,Gymnasial uddannelse,0,3,2,1,5,300,0,5,4
SE,45,2,1,37,Male,16,Universitetsuddannelse,1,1,1,2,5,540,6,7,2
SE,10,3,1,28,Male,NA,Universitetsuddannelse,0,2,2,2,5,180,7,6,2
SE,30,2,1,41,Female,19,Gymnasial uddannelse,1,2,2,2,5,60,6,6,2
SE,120,2,1,81,Female,9,Gymnasial uddannelse,0,1,2,1,5,60,3,3,2
SE,60,2,1,81,Female,15,Videregående uddannelse,0,2,2,2,4,60,6,5,1
SE,75,2,1,58,Female,15,Universitetsuddannelse,1,1,2,2,5,180,5,5,1
SE,60,3,1,76,Female,15,Gymnasial uddannelse,0,1,2,2,5,60,6,5,2
SE,120,1,1,63,Male,18,Universitetsuddannelse,1,1,1,1,5,240,7,7,3
SE,60,1,1,49,Male,16,Videregående uddannelse,1,1,1,1,5,300,8,7,4
SE,15,3,1,53,Male,13,Videregående uddannelse,1,2,1,2,4,60,7,7,1
SE,120,1,1,76,Male,18,Videregående uddannelse,0,2,2,2,5,90,3,2,2
SE,20,3,1,24,Male,12,Gymnasial uddannelse,1,1,1,2,5,480,6,6,4
SE,20,2,1,28,Male,15,Gymnasial uddannelse,1,1,2,1,5,480,1,2,3
SE,120,2,1,77,Female,14,Gymnasial uddannelse,0,2,2,2,5,120,7,4,1
SE,150,2,1,81,Female,NA,Universitetsuddannelse,0,1,2,1,2,NA,6,5,3
SE,60,1,1,77,Male,9,Grundskole,0,1,2,1,5,25,6,6,3
SE,15,2,1,20,Male,11,Grundskole,0,1,2,1,5,180,4,5,3
SE,30,3,1,32,Female,12,Gymnasial uddannelse,1,1,2,2,5,420,NA,NA,2
SE,120,2,1,80,Male,13,Videregående uddannelse,0,3,2,NA,5,30,3,3,2
SE,NA,2,1,85,Male,7,Grundskole,1,1,2,2,2,NA,2,2,3
SE,20,2,1,40,Male,16,Videregående uddannelse,1,1,2,2,5,180,3,3,3
SE,20,3,1,34,Female,16,Universitetsuddannelse,1,1,2,2,5,300,5,4,3
SE,75,1,1,76,Female,15,Universitetsuddannelse,1,1,2,2,5,NA,5,5,4
SE,15,2,1,53,Female,15,Universitetsuddannelse,1,1,2,2,5,300,6,5,4
SE,30,2,1,40,Female,18,Universitetsuddannelse,1,1,2,2,5,480,5,6,3
SE,60,1,1,21,Male,13,Gymnasial uddannelse,0,2,2,2,5,540,9,9,5
SE,75,3,1,65,Female,12,Gymnasial uddannelse,0,1,2,2,5,90,5,5,2
SE,60,3,1,23,Male,13,Gymnasial uddannelse,1,1,1,2,5,600,2,3,3
SE,30,2,1,43,Female,17,Universitetsuddannelse,1,2,1,1,5,240,4,6,3
SE,60,1,1,59,Female,17,Universitetsuddannelse,1,2,1,2,5,540,2,3,3
SE,60,2,1,70,Female,10,Grundskole,0,1,2,2,5,150,3,4,2
SE,45,1,1,58,Male,11,Gymnasial uddannelse,1,1,2,2,5,240,5,5,3
SE,60,3,1,91,Female,10,Videregående uddannelse,0,2,2,1,1,NA,5,5,4
SE,60,3,1,44,Male,14,Videregående uddannelse,1,1,2,2,5,660,5,4,2
SE,120,1,1,75,Male,16,Universitetsuddannelse,0,1,1,1,5,180,7,8,5
SE,120,2,2,87,Male,8,Grundskole,0,2,2,2,5,120,3,3,2
SE,30,2,1,54,Female,14,NA,1,1,2,2,5,360,3,6,3
SE,120,1,1,49,Male,13,Videregående uddannelse,1,1,2,2,5,240,7,7,2
SE,60,1,1,52,Female,18,Universitetsuddannelse,1,2,1,1,5,180,1,1,4
SE,60,3,1,46,Female,20,Universitetsuddannelse,1,2,2,1,5,180,6,5,3
SE,30,2,1,38,Female,20,Universitetsuddannelse,1,2,2,2,5,360,5,5,3
SE,60,2,1,29,Female,17,Universitetsuddannelse,1,1,1,1,5,60,7,7,3
SE,30,2,1,47,Female,17,Universitetsuddannelse,1,3,2,2,5,240,5,4,4
SE,30,4,1,61,Male,15,Videregående uddannelse,0,2,1,2,5,240,4,3,3
SE,120,2,1,79,Male,10,Grundskole,0,1,2,2,5,45,6,6,1
SE,180,3,1,48,Female,16,Universitetsuddannelse,1,1,2,2,5,300,4,4,2
SE,180,2,1,83,Female,15,Universitetsuddannelse,0,4,2,2,5,300,8,5,2
SE,180,3,1,76,Male,9,Gymnasial uddannelse,0,1,2,2,5,240,1,1,2
SE,NA,1,1,78,Male,14,Gymnasial uddannelse,0,1,2,2,5,120,6,6,2
SE,120,2,1,33,Male,15,Videregående uddannelse,1,1,1,2,5,720,4,4,3
SE,30,3,1,67,Male,13,NA,1,1,2,2,4,60,3,3,1
SE,15,2,1,59,Female,17,Universitetsuddannelse,1,1,2,1,5,240,7,7,3
SE,5,3,1,38,Male,18,Universitetsuddannelse,0,2,2,2,5,360,5,5,3
SE,60,1,1,25,Male,17,Universitetsuddannelse,0,1,2,2,5,360,7,7,3
SE,60,1,2,84,Female,10,Grundskole,0,1,2,2,5,540,5,5,5
SE,60,2,1,70,Male,13,Gymnasial uddannelse,0,3,2,1,2,NA,2,3,2
SE,30,2,1,35,Female,15,Videregående uddannelse,1,1,2,2,5,480,3,3,2
SE,60,2,1,78,Female,9,Grundskole,0,1,2,2,5,120,4,8,3
SE,120,1,1,68,Male,12,Videregående uddannelse,0,2,1,1,5,180,3,5,4
SE,90,1,2,33,Male,14,Videregående uddannelse,1,1,2,2,5,90,8,8,3
SE,60,2,1,23,Male,15,Universitetsuddannelse,0,1,2,1,5,210,6,7,4
SE,30,2,1,87,Male,9,Grundskole,0,1,2,2,1,NA,7,5,1
SE,90,2,1,73,Female,12,Gymnasial uddannelse,0,1,2,2,5,30,5,5,1
SE,14,2,1,41,Female,18,Videregående uddannelse,1,1,2,1,5,660,7,8,4
SE,60,2,1,57,Male,20,Universitetsuddannelse,1,2,1,1,5,60,5,6,4
SE,120,2,1,80,Female,19,Universitetsuddannelse,0,1,1,2,5,180,5,4,3
SE,60,3,1,86,Female,11,Universitetsuddannelse,0,1,2,2,5,120,5,5,2
SE,180,1,1,58,Male,16,Universitetsuddannelse,1,1,1,2,5,360,2,2,4
SE,30,2,1,38,Female,17,Universitetsuddannelse,1,1,1,1,5,300,5,5,3
SE,90,2,1,51,Male,12,Gymnasial uddannelse,1,1,2,1,5,480,5,7,3
SE,60,2,1,36,Male,17,Universitetsuddannelse,1,1,2,2,5,420,3,4,2
SE,60,3,1,61,Female,13,Videregående uddannelse,1,2,2,1,4,90,6,5,1
SE,5,4,1,35,Female,15,Universitetsuddannelse,0,2,1,2,5,360,4,6,4
SE,15,2,1,56,Male,11,Gymnasial uddannelse,1,1,1,2,5,120,4,4,3
SE,30,2,1,68,Female,16,Universitetsuddannelse,0,1,2,2,5,40,6,8,3
SE,120,2,1,55,Female,14,NA,0,1,1,2,5,240,4,5,3
SE,60,2,1,80,Male,8,NA,0,2,2,2,2,NA,5,5,1
SE,60,1,1,58,Male,15,Gymnasial uddannelse,1,1,2,1,5,600,3,5,4
SE,180,1,1,51,Male,17,Universitetsuddannelse,1,1,1,1,5,480,9,8,5
SE,120,2,1,80,Male,9,Grundskole,0,1,2,2,2,NA,4,4,3
SE,60,3,1,48,Female,15,Gymnasial uddannelse,1,1,2,2,5,240,4,4,2
SE,90,2,1,73,Male,8,Grundskole,0,1,2,2,5,10,5,8,2
SE,5,2,1,23,Female,12,Gymnasial uddannelse,0,1,2,2,5,180,6,6,3
SE,30,1,1,69,Male,11,Gymnasial uddannelse,0,1,2,2,5,60,6,6,2
SE,90,2,1,71,Female,8,Videregående uddannelse,0,1,2,2,5,150,6,6,1
SE,90,2,1,56,Female,16,Universitetsuddannelse,1,1,2,2,5,180,7,8,3
SE,45,2,1,55,Female,20,Universitetsuddannelse,1,1,2,1,5,240,6,6,1
SE,30,4,2,61,Female,11,Gymnasial uddannelse,1,2,2,2,5,240,8,8,1
SE,240,2,1,90,Female,10,Gymnasial uddannelse,0,1,2,2,1,NA,8,8,3
SE,NA,2,1,91,Female,7,Grundskole,0,2,2,1,4,NA,4,4,1
SE,20,4,2,59,Female,14,Gymnasial uddannelse,1,2,2,2,5,30,0,5,2
SE,15,3,1,80,Female,12,Grundskole,0,1,2,2,2,NA,6,5,1
SE,45,2,1,51,Male,12,Videregående uddannelse,1,1,2,2,4,30,5,5,2
SE,90,2,1,30,Female,16,Universitetsuddannelse,1,2,1,2,5,240,6,7,2
SE,30,4,1,81,Male,10,Grundskole,0,1,2,2,5,60,3,3,1
SE,150,2,1,67,Male,9,Grundskole,0,1,2,1,5,480,3,3,3
SE,15,4,1,45,Male,19,Universitetsuddannelse,1,1,2,2,5,180,6,7,1
SE,120,2,2,80,Female,8,Grundskole,0,2,2,2,1,NA,5,5,NA
SE,30,2,1,75,Female,9,Grundskole,1,1,2,2,5,15,7,7,2
SE,15,2,1,38,Female,16,Universitetsuddannelse,1,1,1,2,5,120,6,7,2
SE,60,4,1,59,Female,14,Videregående uddannelse,1,1,1,2,5,240,6,5,4
SE,30,3,1,54,Male,12,Videregående uddannelse,1,1,2,1,5,90,5,5,2
SE,120,2,1,88,Male,10,Gymnasial uddannelse,0,1,2,2,1,NA,3,4,3
SE,30,4,1,81,Male,7,Grundskole,0,2,2,2,1,NA,3,3,2
SE,90,2,1,37,Female,18,Universitetsuddannelse,1,1,2,2,5,300,8,8,5
SE,180,2,1,74,Male,19,Universitetsuddannelse,0,1,2,2,5,120,4,4,3
SE,5,2,1,28,Male,13,Gymnasial uddannelse,1,2,2,2,5,840,7,6,4
SE,90,1,1,60,Male,16,Universitetsuddannelse,1,1,2,2,5,120,7,NA,3
SE,60,2,1,66,Male,15,Videregående uddannelse,1,1,1,2,5,720,5,3,4
SE,90,3,1,32,Female,14,Videregående uddannelse,1,1,2,2,5,120,6,5,2
SE,60,2,2,45,Male,18,Universitetsuddannelse,1,1,2,2,4,300,2,2,2
SE,20,2,1,23,Female,14,Videregående uddannelse,0,1,1,2,5,480,1,1,2
SE,10,2,1,41,Female,18,Universitetsuddannelse,1,1,1,1,5,600,5,6,3
SE,120,3,2,83,Female,9,Gymnasial uddannelse,0,1,2,2,3,NA,2,2,1
SE,90,3,1,77,Female,10,Gymnasial uddannelse,0,2,2,2,2,NA,6,6,1
SE,2,3,1,52,Female,14,Videregående uddannelse,1,2,2,2,5,120,6,7,1
SE,60,3,1,35,Male,14,Videregående uddannelse,1,2,2,2,5,600,4,4,3
SE,20,2,1,46,Female,16,Universitetsuddannelse,1,1,2,2,5,240,7,7,3
SE,60,1,1,57,Female,17,Universitetsuddannelse,1,1,2,1,5,150,4,7,4
SE,5,4,1,36,Female,17,Universitetsuddannelse,1,1,NA,2,5,390,7,6,2
SE,30,3,1,90,Female,13,Videregående uddannelse,0,1,2,2,1,NA,3,3,2
SE,90,3,1,53,Male,13,Gymnasial uddannelse,1,1,2,2,5,300,2,4,2
SE,30,1,1,57,Male,15,Gymnasial uddannelse,1,1,1,1,5,105,1,2,NA
SE,60,NA,1,61,Male,12,Gymnasial uddannelse,1,2,2,2,5,180,5,6,3
SE,60,2,1,74,Female,15,Universitetsuddannelse,0,1,2,2,5,90,5,5,2
SE,60,2,1,50,Female,15,Universitetsuddannelse,1,1,2,2,5,180,4,5,2
SE,45,3,1,34,Male,18,Universitetsuddannelse,1,1,2,1,5,480,0,1,3
SE,60,2,1,46,Female,18,Videregående uddannelse,1,2,1,1,5,540,5,5,5
SE,60,3,1,73,Female,10,Gymnasial uddannelse,0,1,2,2,5,60,1,1,2
SE,180,2,1,72,Female,15,Universitetsuddannelse,0,1,2,2,4,270,7,7,3
SE,120,1,1,74,Female,17,Universitetsuddannelse,0,1,1,1,5,120,4,5,4
SE,60,2,1,62,Male,11,Gymnasial uddannelse,1,2,2,1,2,NA,2,0,2
SE,60,2,1,73,Female,15,Videregående uddannelse,1,1,1,2,5,90,3,3,2
SE,60,2,1,65,Female,10,Videregående uddannelse,0,2,2,2,5,120,4,4,2
SE,120,3,1,91,Male,7,Grundskole,0,NA,2,2,3,NA,7,7,NA
SE,180,1,1,80,Male,17,Universitetsuddannelse,0,2,2,2,5,300,3,2,3
SE,60,1,1,52,Male,16,Universitetsuddannelse,1,1,2,1,5,60,4,4,2
SE,240,1,1,80,Male,14,Gymnasial uddannelse,0,1,2,2,5,120,8,8,3
SE,120,1,1,76,Male,19,Universitetsuddannelse,1,1,2,2,5,180,6,6,3
SE,0,3,1,61,Female,12,Gymnasial uddannelse,0,1,2,2,5,300,1,3,1
SE,30,2,1,43,Female,16,Universitetsuddannelse,0,1,2,2,5,60,3,3,2
SE,180,1,1,80,Female,NA,Universitetsuddannelse,0,2,1,1,5,120,4,4,4
SE,120,2,1,66,Female,15,Universitetsuddannelse,1,2,2,2,5,30,6,6,1
SE,150,1,1,68,Male,12,Gymnasial uddannelse,0,2,1,2,5,150,3,4,3
SE,150,1,1,36,Female,18,Universitetsuddannelse,1,1,2,2,5,780,6,5,3
SE,180,2,1,58,Male,16,Universitetsuddannelse,1,3,1,1,5,240,6,5,3
SE,75,2,1,52,Female,17,Universitetsuddannelse,1,1,2,2,5,570,5,4,2
SE,180,1,1,76,Male,14,Videregående uddannelse,0,2,2,1,5,600,1,1,3
SE,60,2,1,57,Male,13,Videregående uddannelse,1,1,1,1,5,180,3,1,3
SE,20,2,1,74,Female,11,Gymnasial uddannelse,1,2,2,2,5,120,4,4,1
SE,90,1,1,55,Female,20,Universitetsuddannelse,1,1,2,1,5,150,6,5,4
SE,0,4,2,59,Male,10,Gymnasial uddannelse,1,1,2,2,5,60,0,0,1
SE,30,1,1,32,Female,16,Universitetsuddannelse,1,1,1,2,5,480,6,4,4
SE,20,2,1,65,Male,15,Universitetsuddannelse,1,1,2,2,5,240,6,6,3
SE,60,2,1,58,Male,13,Videregående uddannelse,1,1,2,2,5,180,5,4,3
SE,30,1,1,33,Female,12,Gymnasial uddannelse,1,1,1,2,5,420,5,6,3
SE,120,2,2,56,Male,13,Videregående uddannelse,0,1,2,2,5,240,4,4,3
SE,NA,1,1,81,Male,15,NA,0,1,2,2,5,65,8,7,3
SE,45,2,1,37,Female,12,Gymnasial uddannelse,1,1,1,2,5,NA,5,5,3
SE,180,1,1,42,Male,15,Gymnasial uddannelse,1,1,2,1,5,180,3,3,4
SE,10,3,2,18,Male,NA,Grundskole,0,1,2,2,5,270,4,6,2
SE,60,2,1,68,Male,13,Videregående uddannelse,0,1,2,2,5,240,4,5,3
SE,30,2,1,72,Male,11,Grundskole,0,2,2,2,5,120,8,8,1
SE,60,1,1,44,Female,19,Universitetsuddannelse,1,2,1,2,5,600,4,4,3
SE,10,3,1,32,Female,17,Universitetsuddannelse,0,1,2,2,5,120,3,3,1
SE,60,1,1,34,Male,13,Gymnasial uddannelse,1,1,2,1,5,180,5,7,4
SE,15,2,1,59,Female,11,Gymnasial uddannelse,1,1,2,2,5,240,3,5,4
SE,60,3,1,48,Female,17,Universitetsuddannelse,1,3,2,1,5,240,6,7,4
SE,120,2,1,54,Male,13,Gymnasial uddannelse,1,1,2,2,5,120,5,5,3
SE,45,2,1,50,Female,12,Gymnasial uddannelse,1,1,2,2,5,150,5,4,2
SE,120,1,1,53,Male,11,Gymnasial uddannelse,1,1,1,2,5,240,7,6,4
SE,60,3,1,39,Female,14,Videregående uddannelse,1,1,2,2,5,180,0,1,3
SE,60,1,1,44,Male,18,Universitetsuddannelse,1,1,1,2,5,660,6,6,3
SE,180,2,1,85,Female,10,Gymnasial uddannelse,0,1,2,2,5,30,4,5,2
SE,30,2,1,21,Female,14,Gymnasial uddannelse,0,1,2,2,5,420,7,7,3
SE,90,2,1,58,Male,11,Gymnasial uddannelse,1,1,2,2,5,60,4,5,3
SE,60,1,1,65,Female,16,Universitetsuddannelse,1,1,2,1,5,480,6,7,2
SE,120,1,1,32,Male,18,Universitetsuddannelse,1,1,2,2,5,480,3,3,3
SE,15,2,1,45,Female,20,Universitetsuddannelse,1,1,1,1,5,300,7,7,4
SE,30,2,1,33,Male,13,Gymnasial uddannelse,0,1,2,2,5,600,3,4,4
SE,NA,3,1,71,Female,12,Videregående uddannelse,0,1,2,2,5,60,6,6,1
SE,180,2,1,88,Male,13,Gymnasial uddannelse,0,1,2,2,2,NA,7,6,1
SE,30,3,1,61,Male,19,Videregående uddannelse,0,2,2,2,3,NA,8,8,1
SE,45,2,1,46,Female,18,Universitetsuddannelse,1,1,2,1,5,540,6,7,2
SE,180,2,1,57,Male,17,Universitetsuddannelse,1,1,2,2,5,240,6,6,3
SE,NA,2,2,19,Female,12,Grundskole,0,1,1,2,4,720,4,7,5
SE,120,1,1,57,Male,12,Gymnasial uddannelse,1,1,2,2,5,240,8,6,3
SE,15,3,2,84,Male,15,Gymnasial uddannelse,0,1,2,2,5,240,3,3,4
SE,60,4,2,55,Male,11,Gymnasial uddannelse,0,1,2,2,5,120,4,4,3
SE,180,1,1,73,Male,13,Universitetsuddannelse,0,1,2,2,5,180,5,4,3
SE,60,1,1,66,Female,14,Gymnasial uddannelse,1,1,1,1,5,240,5,4,3
SE,60,2,1,35,Male,10,Grundskole,1,2,2,2,5,300,6,6,3
SE,60,2,1,75,Male,11,Grundskole,0,1,1,1,5,240,4,3,2
SE,120,2,1,64,Female,17,Videregående uddannelse,0,1,2,1,5,60,3,3,3
SE,120,2,1,72,Male,13,Gymnasial uddannelse,0,2,2,2,5,150,6,6,2
SE,60,3,1,41,Female,18,Universitetsuddannelse,1,2,2,2,5,720,5,5,4
SE,15,3,1,38,Male,16,Universitetsuddannelse,1,2,1,2,5,180,6,6,3
SE,20,2,1,24,Male,14,Gymnasial uddannelse,0,1,1,1,5,270,0,2,4
SE,30,2,1,65,Female,11,Gymnasial uddannelse,0,1,2,1,4,30,5,5,1
SE,NA,1,1,62,Female,16,Universitetsuddannelse,1,1,1,1,5,540,7,7,5
SE,NA,2,1,60,Female,13,NA,1,2,2,2,5,60,2,4,1
SE,90,2,1,60,Male,5,Grundskole,1,3,2,1,3,NA,6,5,2
SE,60,3,1,81,Male,9,Grundskole,0,1,2,2,5,300,0,0,1
SE,60,2,1,62,Male,16,Universitetsuddannelse,1,1,2,2,5,240,7,7,3
SE,60,2,1,80,Female,14,Gymnasial uddannelse,0,1,2,1,5,30,7,7,2
SE,90,2,1,44,Male,16,Universitetsuddannelse,1,1,2,2,5,240,7,7,3
SE,120,1,1,71,Female,14,Videregående uddannelse,0,1,2,2,5,80,5,6,4
SE,150,1,1,80,Male,20,Universitetsuddannelse,0,1,2,2,5,30,5,6,5
SE,60,3,1,50,Female,19,Universitetsuddannelse,1,2,2,2,5,120,8,7,3
SE,60,2,1,71,Female,18,Universitetsuddannelse,1,1,2,1,5,120,7,7,4
SE,60,2,1,25,Female,13,Gymnasial uddannelse,0,1,2,2,5,300,7,7,3
SE,60,2,1,46,Female,18,Universitetsuddannelse,1,1,2,2,5,840,6,5,3
SE,63,2,1,46,Female,17,Universitetsuddannelse,1,2,1,2,5,605,3,3,3
SE,60,2,1,39,Male,15,Universitetsuddannelse,1,2,2,2,5,240,5,3,3
SE,15,2,1,84,Male,11,Gymnasial uddannelse,0,1,2,2,5,30,3,3,1
SE,30,2,1,34,Female,16,Universitetsuddannelse,1,1,2,1,5,540,5,5,4
SE,60,2,1,85,Female,12,Videregående uddannelse,0,1,2,2,5,60,2,2,1
SE,120,3,1,87,Female,14,Gymnasial uddannelse,0,1,2,2,5,90,5,5,3
SE,NA,1,1,56,Female,14,Gymnasial uddannelse,0,1,2,2,5,600,8,8,4
SE,60,2,1,56,Female,12,Videregående uddannelse,1,1,2,2,5,120,6,7,2
SE,25,2,1,57,Female,12,Gymnasial uddannelse,1,1,2,1,5,120,7,7,4
SE,60,3,1,50,Female,15,Universitetsuddannelse,1,1,1,2,5,420,2,2,4
SE,60,1,1,59,Male,18,Universitetsuddannelse,0,2,2,2,5,30,2,2,3
SE,15,3,1,55,Male,12,Gymnasial uddannelse,1,2,NA,2,1,NA,1,1,3
SE,45,3,1,34,Female,18,Universitetsuddannelse,1,1,2,2,5,300,4,4,2
SE,240,2,1,69,Male,12,Gymnasial uddannelse,0,2,2,2,4,360,4,4,3
SE,60,4,1,36,Female,16,Universitetsuddannelse,1,1,2,2,5,180,7,5,2
SE,15,2,1,85,Male,7,Grundskole,0,2,2,2,5,30,5,4,1
SE,60,1,1,75,Male,7,Grundskole,0,1,1,1,5,120,8,8,4
SE,120,3,1,62,Female,19,Universitetsuddannelse,1,2,1,2,5,540,2,4,1
SE,60,2,1,61,Female,14,Universitetsuddannelse,1,2,1,2,5,180,3,6,2
SE,60,3,1,37,Female,13,Videregående uddannelse,0,1,1,2,5,480,1,1,1
SE,60,1,1,30,Female,17,Universitetsuddannelse,1,1,1,2,5,480,7,7,3
SE,120,2,1,49,Male,NA,Universitetsuddannelse,1,2,1,2,5,240,4,6,3
SE,90,2,1,64,Male,19,Universitetsuddannelse,1,1,1,1,5,150,3,3,5
SE,120,1,1,70,Male,14,Videregående uddannelse,1,1,2,2,5,120,6,6,3
SE,60,2,1,47,Male,9,Grundskole,0,4,2,2,5,180,0,4,2
SE,10,2,1,20,Female,10,Gymnasial uddannelse,1,1,1,2,5,240,3,3,3
SE,5,2,2,17,Female,9,Grundskole,0,1,1,2,5,120,7,7,3
SE,120,2,1,79,Female,15,NA,0,1,2,2,5,30,4,4,2
SE,60,2,1,21,Male,11,Gymnasial uddannelse,1,1,2,2,5,660,5,4,2
SE,30,1,1,46,Female,22,Universitetsuddannelse,1,1,1,1,5,120,8,7,5
SE,30,3,1,53,Male,14,Videregående uddannelse,1,1,2,2,5,240,4,4,1
SE,60,3,1,91,Female,7,Grundskole,0,1,2,2,1,NA,0,7,NA
SE,60,2,1,61,Male,11,Gymnasial uddannelse,1,1,1,2,5,240,6,6,3
SE,15,3,1,38,Male,17,Universitetsuddannelse,1,1,2,2,5,480,4,4,2
SE,15,3,1,26,Female,15,Universitetsuddannelse,1,2,1,2,5,480,6,6,2
SE,60,1,1,57,Male,13,Gymnasial uddannelse,1,2,2,2,5,180,1,1,3
SE,30,2,1,27,Female,16,Universitetsuddannelse,1,1,2,2,5,600,8,8,3
SE,30,1,2,29,Male,18,Universitetsuddannelse,0,2,1,2,5,240,6,4,4
SE,60,1,1,83,Male,10,Grundskole,0,1,2,2,4,180,3,3,2
